62.2173656,25.7105677,16.929,0.0,1.838,2.604,9.96,1507653103542
62.217363,25.7106404,23.381,0.0,0.919,4.75,8.734,1507653111870
62.217411,25.7106467,25.42,0.0,1.225,5.209,11.032,1507653116848
62.2174907,25.7112379,25.345,0.0,-0.153,8.121,8.734,1507653122344
62.217451,25.7106934,26.469,0.0,0.306,5.976,9.96,1507653128107
62.217651,25.7109269,23.624,0.0,0.919,3.984,4.75,1507653133062
62.217747,25.7109394,23.265,0.0,0.306,5.976,10.113,1507653137853
62.217767,25.7109627,24.427,0.0,1.838,7.048,9.5,1507653143194
62.2177491,25.7108671,23.25,0.0,-0.459,5.822,6.435,1507653148187
62.217739,25.7109798,23.305,0.0,0.459,5.516,5.822,1507653154050
62.217771,25.711067,25.022,0.0,0.459,6.742,6.589,1507653163454
62.217831,25.711137,23.588,0.0,0.766,5.056,5.976,1507653168363
62.217767,25.7109627,24.755,0.0,1.072,3.677,5.363,1507653173842
62.217811,25.7111137,24.77,0.0,1.685,7.202,5.516,1507653179294
62.2179629,25.7113409,25.694,0.0,0.306,6.589,4.443,1507653184528
62.2179091,25.7110539,24.02,0.0,-0.766,6.895,5.363,1507653189894
62.2179426,25.7118154,30.118,0.0,-0.306,7.968,5.363,1507653194853
62.2180226,25.7119088,28.619,0.0,0.919,7.814,4.443,1507653200016
62.2179069,25.7113751,23.344,0.0,-2.451,6.895,6.895,1507653205001
62.2176514,25.7101801,24.721,0.0,0.919,5.516,5.822,1507653210642
62.2181368,25.7117681,28.712,0.0,1.685,10.419,8.734,1507653215923
62.217939,25.7112134,24.836,0.0,0.306,5.669,6.435,1507653221055
62.2180826,25.7119789,26.371,0.0,0.459,7.508,8.274,1507653226374
62.2186332,25.7125696,104.1,0.0,-0.612,7.048,5.976,1507653230553
62.2181307,25.7119851,50.0,0.0,-0.459,9.04,6.895,1507653235761
62.2181426,25.7120489,28.421,0.0,0.459,9.96,9.04,1507653241305
62.2179307,25.7117516,50.0,0.0,-0.153,7.202,4.443,1507653246250
62.2180671,25.7117451,87.6,0.0,-1.072,7.814,4.137,1507653251812
62.2200038,25.7122294,50.0,0.0,-3.064,6.742,5.669,1507653257959
62.2186332,25.7125696,98.4,0.0,-4.137,9.807,9.96,1507653262360
62.2179932,25.7110026,26.04,0.0,1.532,11.645,4.443,1507653267470
62.2178631,25.7109753,24.477,0.0,-2.604,8.274,4.137,1507653272690
62.2177987,25.7115477,29.974,0.0,-1.072,7.968,4.597,1507653278367
62.2181387,25.7119447,50.0,0.0,0.766,5.669,7.814,1507653282432
62.2178585,25.7118667,32.739,0.0,0.612,4.903,8.427,1507653300003
62.2182387,25.7120615,50.0,0.0,0.459,4.903,8.427,1507653305530
62.2182387,25.7120615,111.36,0.0,0.306,4.75,8.427,1507653310426
62.2196801,25.712489,110.0,0.0,0.459,4.903,8.427,1507653315968
62.2180546,25.711996,50.0,0.0,2.758,11.952,8.427,1507653340986
62.2180546,25.711996,116.599,0.0,1.992,8.887,5.209,1507653346346
62.2196801,25.712489,110.0,0.0,-0.306,8.427,6.742,1507653351394
62.2196801,25.712489,173.83,0.0,-0.766,9.194,12.411,1507653356576
62.2202722,25.7120213,122.4,0.0,1.379,6.589,5.516,1507653362275
62.217971,25.7078881,50.0,0.0,1.379,6.589,4.597,1507653367478
62.2180918,25.7076189,64.1,0.0,1.379,6.589,4.75,1507653372587
62.2174455,25.7099147,29.978,0.0,1.685,5.516,7.355,1507653377961
62.2176275,25.7100526,40.322,0.0,0.766,7.048,8.427,1507653382995
62.217359,25.7105362,50.0,0.0,0.306,6.742,3.677,1507653387778
62.2175875,25.7100059,25.075,0.0,0.612,5.669,5.209,1507653393132
62.2176995,25.7101864,25.681,0.0,1.072,8.581,12.258,1507653398764
62.2182335,25.7073726,50.0,0.0,1.072,7.048,12.258,1507653404203
62.2176675,25.7100993,48.31,0.0,0.306,3.984,5.516,1507653409648
62.2176154,25.7102377,24.187,0.0,0.153,8.274,9.04,1507653415291
62.2175836,25.7099016,24.55,0.0,-2.758,6.282,9.04,1507653420689
62.2175514,25.7100634,23.493,0.0,-1.532,9.96,10.113,1507653425417
62.2175513,25.7103123,24.528,0.0,2.758,7.661,12.258,1507653430792
62.2175793,25.7102952,24.53,0.0,-2.758,5.822,6.282,1507653436275
62.2175755,25.7099421,26.026,0.0,-0.766,7.048,5.976,1507653441299
62.2179252,25.7075606,29.376,0.0,1.532,7.814,14.25,1507653446300
62.2175116,25.7097678,26.554,0.0,-0.919,8.887,9.96,1507653451585
62.2175196,25.7097273,27.987,0.0,0.612,6.742,5.822,1507653457440
62.2174796,25.7096806,28.62,0.0,0.459,6.129,11.799,1507653462572
62.2178812,25.7074097,34.596,0.0,0.459,4.597,5.976,1507653467211
62.2178569,25.7080288,27.959,0.0,-0.306,3.83,5.822,1507653472733
62.2178209,25.7078374,25.76,0.0,-0.153,5.822,5.516,1507653478449
62.2178069,25.707846,27.509,0.0,0.919,5.363,4.443,1507653484146
62.2174916,25.7097444,30.432,0.0,0.153,5.516,4.29,1507653489741
62.2173957,25.709483,27.992,0.0,1.072,7.202,5.976,1507653495335
62.217604,25.7091783,24.837,0.0,0.919,4.597,3.984,1507653504104
62.2174697,25.7095445,26.385,0.0,0.766,6.282,6.742,1507653509092
62.217524,25.7090849,28.345,0.0,0.612,8.274,5.669,1507653514912
62.2173878,25.7092745,26.463,0.0,3.83,6.895,5.209,1507653528128
62.2173757,25.7094597,24.809,0.0,2.298,5.669,8.427,1507653540691
62.2174557,25.7095531,23.949,0.0,-0.306,8.121,10.113,1507653546072
62.2173116,25.7095343,25.625,0.0,-1.379,3.371,7.202,1507653551296
62.2174196,25.7096106,23.291,0.0,2.758,5.209,11.799,1507653556568
62.2174157,25.7095064,24.424,0.0,1.072,5.976,11.339,1507653561295
62.2174196,25.7096106,23.251,0.0,2.604,7.355,12.411,1507653567073
62.2175357,25.7096465,24.236,0.0,0.0,3.217,7.508,1507653571999
62.2175015,25.7098806,25.366,0.0,1.225,3.217,5.516,1507653576889
62.2173714,25.7098532,23.727,0.0,-0.919,5.209,11.645,1507653581875
62.2173193,25.7099917,25.895,0.0,-0.459,3.83,4.903,1507653586993
62.217251,25.7104599,24.826,0.0,1.072,4.443,7.048,1507653591966
